,Número Licitação,Código UG,Nome UG,Código Modalidade Compra,Modalidade Compra,Número Processo,Objeto,Situação Licitação,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Município,Data Resultado Compra,Data Abertura,total,tipo,TAG
678,1272020,179085,BANCO DO NORDESTE DO BRASIL S/A,5,Pregão,2020/772,"Objeto: Pregão Eletrônico -  Aquisição de solução SIEM (Security Information and Event Management), solução para gestão de operações e de resposta a incidentes de segurança da informação e SOC (Security Operations Center) para o Banco do Nordeste, contemplando aquisição, serviços de implantação, manutenção e suporte técnico para o período de 24 (vinte e quatro) meses, além de treinamento da equipe, em conformidade com as especificações constantes do Edital e seus anexos.",Publicado,25000,Ministério da Economia,25282,Banco do Nordeste do Brasil,FORTALEZA,14/01/2021,11/11/2020,5998000.0,COMPRA/SERVIÇOS,1
679,1282020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,5,Pregão,010483172070,"Objeto: Pregão Eletrônico -  Aquisição de materiais de higiene e limpeza para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório. Esta licitação é exclusiva para microempresas   ME e empresas de pequeno porte   EPP.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,28/09/2020,61485.0,COMPRA/SERVIÇOS,1
680,1302020,926687,SERV AUTON DE AGUA E ESG DE VOLTA REDONDA,5,Pregão,636/2020,Objeto: Pregão Eletrônico -  Aquisição de fusíveis marca SIEMENS,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95320,ESTADO DO RIO DE JANEIRO,Inválido,18/01/2021,27/11/2020,61942.86,COMPRA/SERVIÇOS,1
681,1302020,910847,ELETROBRAS TERMONUCLEAR S/A,5,Pregão,DAN.A/PE-130/2020,Objeto: Pregão Eletrônico -  Fornecimento de serpentina condensadora,Evento de Revogação Publicado,32000,Ministério de Minas e Energia,91081,Empresas de Energia,RIO DE JANEIRO,29/01/2021,23/10/2020,0.0,COMPRA/SERVIÇOS,1
682,1332020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,5,Pregão,011340211917,"Objeto: Pregão Eletrônico -  Aquisição de equipos e extensores para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,08/09/2020,378060.0,COMPRA/SERVIÇOS,1
683,1342020,926490,PREFEITURA MUNICIPAL DE CEREIJEIRAS - RO,5,Pregão,0139/2020,"Objeto: Pregão Eletrônico -  Aquisição de Veículo 0km, ano modelo 2020, para atender as necessidades do CAPS através da Secretaria Municipal de Saúde   SEMSAU, conforme Projeto Básico, Planilha Analítica, Plano de Trabalho, Planilhas Comparativa de Preços em anexo, Com Recursos de Convênio com o Estado de Rondônia, através da Secretaria de Estado da Saúde - SESAU, Convênio nº 304/PGE-2019 e Contrapartida com o Município de Cerejeiras   RO",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,93520,ESTADO DE RONDONIA,Inválido,08/01/2021,08/01/2021,0.0,COMPRA/SERVIÇOS,1
684,1362020,926377,COMPANHIA AGUAS DE JOINVILLE,5,Pregão,20.1.011595-8,"Objeto: Pregão Eletrônico -  Prestação de serviços de clipagem de TV, rádio, jornal e site de notícias - websites",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,96220,ESTADO DE SANTA CATARINA,Inválido,12/01/2021,08/12/2020,30000.0,COMPRA/SERVIÇOS,1
685,1372020,926137,GER. DE CENTRO DE SER.COMP.ESCRITÓRIOCENTRAL,5,Pregão,PE.CSAQA.137.2020,"Objeto: Pregão Eletrônico -  Contratação dos serviços de apoio técnico, acompanhamento e fiscalização das atividades de manutenção preventiva e corretiva e verificação de conformidade de documentação referente a operação das embarcações sob responsabilidade de FURNAS, utilizadas para as travessias fluviais nos reservatórios da UHE Furnas e Mascarenhas de Moraes, localizadas no Estado de Minas Gerais.",Divulgado,32000,MINISTERIO DE MINAS E ENERGIA,91081,EMPRESAS DE ENERGIA,Inválido,05/01/2021,27/10/2020,0.0,COMPRA/SERVIÇOS,1
686,1382020,926607,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES,5,Pregão,1168,Objeto: Pregão Eletrônico -  Aquisição de computador portátil (notebook) e computador (desktop - básico) para Atenção Básica a fim de cumprir o plano de trabalho da proposta de Emenda Parlamentar nº 73964.934000/1180-03,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,28/01/2021,05/01/2021,289600.0,COMPRA/SERVIÇOS,1
687,1392020,113202,COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN,5,Pregão,01342004931202021,Objeto: Pregão Eletrônico -  Solução Radioativa de Cloreto de Lutecio-177 (lu-177) de baixa atividade específica,Evento de Resultado de Julgame,24000,"Ministério da Ciência, Tecnologia, Inovações ",20301,Comissão Nacional de Energia Nuclear,SAO PAULO,28/01/2021,21/01/2021,13767438.88,COMPRA/SERVIÇOS,1
688,1392020,179085,BANCO DO NORDESTE DO BRASIL S/A,5,Pregão,2020/978,"Objeto: Pregão Eletrônico -  Contratação dos serviços de manutenção preventiva e corretiva, com reposição de peças, instalação de novos equipamentos e limpeza e higienização das redes de distribuição de ar dos sistemas de ar condicionado que atendem as Unidades Administrativas do Banco do Nordeste, conforme especificações constantes do Edital e de seus anexos, sendo: ITEM 1 - Unidades Administrativas localizadas nos estados do Ceará e Rio Grande do Norte; ITEM 2 - Unidades Administrativas localizadas...",Publicado,25000,Ministério da Economia,25282,Banco do Nordeste do Brasil,FORTALEZA,29/01/2021,27/11/2020,1910999.84,COMPRA/SERVIÇOS,1
689,1402020,926377,COMPANHIA AGUAS DE JOINVILLE,5,Pregão,20.1.011931-7,Objeto: Pregão Eletrônico -  Prestação de serviços de manutenção dos sistemas de proteção contra incêndios.,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,96220,ESTADO DE SANTA CATARINA,Inválido,12/01/2021,11/12/2020,21585.02,COMPRA/SERVIÇOS,1
690,1432020,926607,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES,5,Pregão,1173,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada em fornecimento de testes de dosimetria pessoal e dosimetria padrão para os servidores da radiologia do Hospital Municipal, Centro Viva Vida e Centro de Especialidades Odontológicas de Governador Valadares com fornecimento mensal por um período de 12 meses.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,06/01/2021,06/01/2021,0.0,COMPRA/SERVIÇOS,1
691,1452020,926377,COMPANHIA AGUAS DE JOINVILLE,5,Pregão,20.1.012062-5,Objeto: Pregão Eletrônico -  Prestação de Serviços de Topografia,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,96220,ESTADO DE SANTA CATARINA,Inválido,15/01/2021,12/01/2021,110269.0,COMPRA/SERVIÇOS,1
692,1452020,155022,EBSERH HC-UFPE,5,Pregão,23536015192202068,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação, de forma contínua, de serviço de telecomunicações, compreendendo solução de Central Telefônica baseado em software livre Digium/Asterisk (ou software similar, que tenha licença gratuita), para atender às necessidades do Hospital das Clínicas de Pernambuco, filial EBSERH",Evento de Resultado de Julgame,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,RECIFE,12/01/2021,05/01/2021,149500.0,COMPRA/SERVIÇOS,1
693,1462020,926377,COMPANHIA AGUAS DE JOINVILLE,5,Pregão,20.1.012090-0,Objeto: Pregão Eletrônico -  Aquisição de reagentes e equipamentos de uso laboratorial.,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,96220,ESTADO DE SANTA CATARINA,Inválido,12/01/2021,21/12/2020,11200.0,COMPRA/SERVIÇOS,1
694,1462020,158516,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC",5,Pregão,23292033992202064,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada em serviços de limpeza, asseio e conservação para o Câmpus Palhoça do IFSC.",Evento de Alteração Publicado,26000,Ministério da Educação,26438,Instituto Federal de Santa Catarina,FLORIANOPOLIS,12/01/2021,07/01/2021,389741.04,COMPRA/SERVIÇOS,1
695,1472020,179085,BANCO DO NORDESTE DO BRASIL S/A,5,Pregão,2020/1454,"Objeto: Pregão Eletrônico -  Contratação dos serviços de Copeira, com a utilização de Unidades de Serviço (US) para o estado  do Maranhão, conforme distribuição e especificações constantes deste Edital e seus anexos.",Publicado,25000,Ministério da Economia,25282,Banco do Nordeste do Brasil,FORTALEZA,28/01/2021,18/12/2020,27667.5,COMPRA/SERVIÇOS,1
696,1472020,250005,DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,5,Pregão,30228,"Objeto: Pregão Eletrônico -  Licitação para aquisição de prestação de serviços de ANALISE CLINICA, ANATOMIA PATOLÓGICA E CITOPATOLOGIA - SERVIÇOS DE TESTAGEM PARA HIV, HCV, HDV-RNA, HIV-2 E HIV-1, conforme especificações do Termo de Referência.",Evento de Resultado de Julgame,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,BRASILIA,14/01/2021,08/12/2020,4450293.0,COMPRA/SERVIÇOS,1
697,1482020,926377,COMPANHIA AGUAS DE JOINVILLE,5,Pregão,20.1.012336-5,"Objeto: Pregão Eletrônico -  Prestação de serviços em solução corporativa para gerenciamento de filas, sistema de agendamento online para atendimento presencial e de pesquisa de satisfação.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,96220,ESTADO DE SANTA CATARINA,Inválido,20/01/2021,07/01/2021,0.0,COMPRA/SERVIÇOS,1
698,1492020,158516,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC",5,Pregão,23290034492202047,"Objeto: Pregão Eletrônico -  Contratação de Pessoa Jurídica para EXECUÇÃO DE SERVIÇO DE LIMPEZA ASSEIO E CONSERVAÇÃO COM FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS PARA O CAMPUS ITAJAÍ DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA, IFSC.",Publicado,26000,Ministério da Educação,26438,Instituto Federal de Santa Catarina,FLORIANOPOLIS,06/01/2021,17/12/2020,265945.13,COMPRA/SERVIÇOS,1
699,1522019,926137,GER. DE CENTRO DE SER.COMP.ESCRITÓRIOCENTRAL,5,Pregão,PE.CSAQ.A152.2019,"Objeto: Pregão Eletrônico -  Aquisição de Caminhão com tração 6x4 (Lote I); Guindaste articulado hidráulico (Lote II)  para utilização das equipes de manutenção de linhas de transmissão e equipamentos da Gerência de Produção Nova Iguaçu   GRN.O, localizada no Rio de Janeiro (RJ), conforme as condições estabelecidas  neste Edital de Licitação e seus Anexos.",Divulgado,32000,MINISTERIO DE MINAS E ENERGIA,91081,EMPRESAS DE ENERGIA,Inválido,06/01/2021,09/12/2019,658148.14,COMPRA/SERVIÇOS,1
700,1522020,926922,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,5,Pregão,1522020,"Objeto: Pregão Eletrônico -  Tem-se por objeto a aquisição de equipamentos (leitora de código de barras, aparelho de DVD, relógio de parede, purificador de água, ventilador, aparelho telefônico e outros), conforme especificados no Edital e Termo de Referência, em atendimento à Secretaria Municipal de Saúde e Secretaria Municipal de Trânsito e Transporte.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,06/01/2021,28/04/2020,10986.4,COMPRA/SERVIÇOS,1
701,1522020,154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,5,Pregão,23117014667202030,Objeto: Pregão Eletrônico -  Prestação de serviços de portaria/recepção,Evento de Resultado de Julgame,26000,Ministério da Educação,26274,Fundação Universidade Federal de Uberlândia,UBERLANDIA,27/01/2021,03/12/2020,10627812.84,COMPRA/SERVIÇOS,1
702,1552020,179085,BANCO DO NORDESTE DO BRASIL S/A,5,Pregão,2020/2126,Objeto: Pregão Eletrônico -  Aquisição de máscaras descartáveis para uso dos colaboradores do Banco do Nordeste.,Publicado,25000,Ministério da Economia,25282,Banco do Nordeste do Brasil,FORTALEZA,08/01/2021,06/01/2021,0.0,COMPRA/SERVIÇOS,1
703,1572020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,5,Pregão,010304142007,"Objeto: Pregão Eletrônico -  Aquisição de microcomputadores tipo 4, sistema operacional Windows, versão 3.11 para o Hospital Metropolitano Odilon Behrens e suas unidades, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório. Esta licitação possui item exclusivo para microempresas   ME e empresas de pequeno porte   EPP.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,07/10/2020,86000.0,COMPRA/SERVIÇOS,1
704,1572020,250005,DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,5,Pregão,25000058121202023,"Objeto: Pregão Eletrônico -  Pregão Eletrônico SEM Registro de Preços, para aquisição de ANFOTERICINA B, 50 MG, INJETÁVEL, conforme determinado no Termo de Referência.",Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,BRASILIA,06/01/2021,24/12/2020,0.0,COMPRA/SERVIÇOS,1
705,1602020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,5,Pregão,010298872061,"Objeto: Pregão Eletrônico -  Aquisição de cateteres para hemodiálise e clipe para colonoscopia para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,02/10/2020,83946.0,COMPRA/SERVIÇOS,1
707,1622020,250057,INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,5,Pregão,25057007938202088,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada e cadastrada no corpo de bombeiros militar do estado do rio de janeiro - CBMERJ, para prestação de serviços de manutenção de mangueiras de incêndio do Instituto Nacional de Traumatologia e Ortopedia Jamil Haddad - INTO/MS, incluindo, ensaio hidroestático, inspeção técnica e a substituição de componentes necessários ao perfeito funcionamento dos referidos equipamentos",Evento de Resultado de Julgame,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,RIO DE JANEIRO,27/01/2021,18/12/2020,4434.0,COMPRA/SERVIÇOS,1
708,1632020,250057,INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,5,Pregão,25057011845201914,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestar serviços de assessoramento, apoio e  gerenciamento de serviços de assessoria de imprensa para o Instituto Nacional de Traumatologia e  Ortopedia, conforme condições, quantidades e exigências estabelecidas neste Termo de Referência.",Evento de Resultado de Julgame,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,RIO DE JANEIRO,13/01/2021,22/12/2020,238800.0,COMPRA/SERVIÇOS,1
709,1642020,925302,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PARAIBA,5,Pregão,329019000192020,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para serviços diversos (fornecimento de lanches, locação de veículo, locação de tendas, serviços gráficos e outros) atendendo a demanda do convênio nº 887508/2019 - sedap - mapa, referente às metas 2 e 3, que tratam de transferência de tecnologia, capacitação, comunicação e divulgação do projeto de revitalização da palma forrageira no estado da paraíba.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,94520,ESTADO DA PARAIBA,Inválido,06/01/2021,01/12/2020,158896.84,COMPRA/SERVIÇOS,1
710,1652020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,5,Pregão,010287912059,"Objeto: Pregão Eletrônico -  Aquisição de materiais médico hospitalares destinados às cirurgias de arteriografia da neurocirurgia e cirurgias vasculares em regime de consignação para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,08/10/2020,640408.55,COMPRA/SERVIÇOS,1
711,1662020,926775,FUNDO ESTADUAL DE SAÚDE,5,Pregão,3702/2020,"Objeto: Pregão Eletrônico -  Aquisição de equipamento e material permanente para a rede de frio do Programa Nacional de Imunização, conforme especificações técnica e quantidades estabelecidas neste instrumento, de acordo com a aprovação e recurso disponibilizado pelo Ministério da Saúde, para aquisição de 35 (trinta e cinco) câmaras refrigeradas de 200 litros e para aquisição de 04 (quatro) câmaras refrigeradas de 300 litros.",Evento de Reabertura de Prazo ,99900,REPUBLICA FEDERATIVA DO BRASIL,94820,ESTADO DE SERGIPE,Inválido,27/01/2021,14/01/2021,374765.15,COMPRA/SERVIÇOS,1
712,1662020,926137,GER. DE CENTRO DE SER.COMP.ESCRITÓRIOCENTRAL,5,Pregão,PECSAQA01662020,"Objeto: Pregão Eletrônico -  Contratação da prestação de serviços de apoio para leituras, digitação, inspeção visual e manutenção das instrumentações de Segurança de Barragem do Aproveitamento Hidrelétrico de Simplício   Queda Única, no âmbito da Divisão de Operação de Simplício - DOSP.O.",Evento de Alteração Divulgado,32000,MINISTERIO DE MINAS E ENERGIA,91081,EMPRESAS DE ENERGIA,Inválido,15/01/2021,03/11/2020,559788.0,COMPRA/SERVIÇOS,1
713,1692020,926607,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES,5,Pregão,1252,Objeto: Pregão Eletrônico -  Aquisição de caixas térmicas e termômetro para transportar amostras de sangue COVID-19 do município de Governador Valadares para Belo Horizonte,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,07/01/2021,07/01/2021,0.0,COMPRA/SERVIÇOS,1
714,1702020,910847,ELETROBRAS TERMONUCLEAR S/A,5,Pregão,DAN.A/PE-170/2020,Objeto: Pregão Eletrônico -  Manutenção Preventiva e Corretiva com Substituição de Peças e Componentes Eletrônicos para os Portais Monitores de Contaminação Modelo IPM9A,Evento de Adiamento Publicado,32000,Ministério de Minas e Energia,91081,Empresas de Energia,RIO DE JANEIRO,07/01/2021,23/11/2020,838501.78,COMPRA/SERVIÇOS,1
715,1712020,926431,COMPANHIA DE GERACAO TERMICA DE ENERGIA ELETR,5,Pregão,PECGTESU001712020,"Objeto: Pregão Eletrônico -  Aquisição de cadernos com caneta, calendários e pendrives, conforme disposto no Anexo 1   Termo de Referência do edital.",Evento de Alteração Divulgado,32000,MINISTERIO DE MINAS E ENERGIA,32000,MINISTERIO DE MINAS E ENERGIA,Inválido,07/01/2021,18/11/2020,166300.0,COMPRA/SERVIÇOS,1
716,1712020,153164,UNIVERSIDADE FEDERAL DE SANTA MARIA,5,Pregão,23081023928202067,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços continuados de  vigilância Armada (Grupo I: Anexo I-A), vigia e agente de monitoramento (Grupo II:  Anexo I-B), em todos os campi e unidades dispersas da Universidade Federal de Santa  Maria",Publicado,26000,Ministério da Educação,26247,Universidade Federal de Santa Maria,SANTA MARIA,05/01/2021,30/11/2020,6082999.98,COMPRA/SERVIÇOS,1
717,1732020,926775,FUNDO ESTADUAL DE SAÚDE,5,Pregão,2747/2020,"Objeto: Pregão Eletrônico -  Aquisição de equipamentos para treino de propriocepção, equipamentos para sala de aula, aparelhos para estruturação das salas de propriocepção e equipamentos médico-hospitalares (CER IV). Relicitação dos itens desertos, revogados e fracassados do PE 04/2020.",Evento de Alteração Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,94820,ESTADO DE SERGIPE,Inválido,27/01/2021,01/12/2020,0.0,COMPRA/SERVIÇOS,1
